id,description,amount,category,merchant,carbon_kg,date,confidence
299,PG&E Electric #6828 NY,289.29,Energy,PG&E Electric,134.45,2025-05-10,0.9319845057416287
300,Duke Energy #4591,239.51,Energy,Duke Energy,84.07,2025-02-12,0.9451327542011918
301,McDonalds #7899,46.46,Food,McDonalds,13.12,2024-09-07,0.8777524725970104
302,Spotify #7553,8.46,Entertainment,Spotify,0.94,2024-07-19,0.7616187107145856
303,Uber #2937,185.79,Transportation,Uber,119.38,2025-05-10,0.8088795744211349
304,Target #3318,102.11,Shopping,Target,23.89,2025-03-17,0.7813962670368447
305,Chevron #5973,79.05,Transportation,Chevron,66.63,2024-07-25,0.7670295364854952
306,McDonalds #9358,104.22,Food,McDonalds,29.01,2024-08-05,0.9306028444387
307,Netflix #5137 TX,77.22,Entertainment,Netflix,7.13,2024-12-24,0.8591684510310823
308,Amazon #4665,81.91,Shopping,Amazon,15.5,2025-02-02,0.939019675044205
309,Amazon #2286,430.23,Shopping,Amazon,77.18,2024-10-02,0.9759851941258255
310,Target #2400,328.14,Shopping,Target,78.72,2024-11-27,0.9771326815253254
311,Starbucks #5199 CA,36.2,Food,Starbucks,9.85,2024-07-02,0.7555609663050232
312,Lyft #1943,60.46,Transportation,Lyft,45.35,2024-08-26,0.9434708222102905
313,ConEd Utility #1142,268.2,Energy,ConEd Utility,94.69,2025-01-21,0.9705787494532281
314,Netflix #6770,27.07,Entertainment,Netflix,2.46,2024-08-18,0.8938469325453293
315,Delta Airlines #8654 TX,83.4,Transportation,Delta Airlines,62.68,2025-02-18,0.7677566833103915
316,ConEd Utility #2808,73.5,Energy,ConEd Utility,34.9,2025-05-03,0.9888549463115639
317,Spotify #2095,79.15,Entertainment,Spotify,7.98,2024-12-18,0.9361854729376915
318,ConEd Utility #2453,82.78,Energy,ConEd Utility,30.34,2025-01-07,0.919509144928651
319,ConEd Utility #3431,295.11,Energy,ConEd Utility,136.8,2025-01-08,0.7365739991826409
320,Shell Gas Station #5382,49.94,Transportation,Shell Gas Station,34.96,2025-03-08,0.9077722136087494
321,PG&E Electric #9790 CA,115.63,Energy,PG&E Electric,43.91,2025-01-01,0.8630031519095853
322,Delta Airlines #2306,29.67,Transportation,Delta Airlines,27.91,2025-03-23,0.9804717196861357
323,Best Buy #1397 CA,488.96,Shopping,Best Buy,96.26,2024-12-26,0.9731186606446001
324,Safeway #2341,131.58,Food,Safeway,45.31,2024-09-15,0.9512160099160645
325,AMC Theaters #2618,52.68,Entertainment,AMC Theaters,4.76,2024-08-23,0.7046619010661299
326,Chevron #9538,37.17,Transportation,Chevron,31.23,2024-10-13,0.978336366515674
327,Duke Energy #4829,251.09,Energy,Duke Energy,108.06,2024-08-27,0.7205123788836678
328,Spotify #6466 CA,84.37,Entertainment,Spotify,8.96,2025-04-14,0.8143102633016142
329,Netflix #8768 NY,73.92,Entertainment,Netflix,8.36,2025-06-04,0.9692499703149353
330,PG&E Electric #1846,269.25,Energy,PG&E Electric,89.64,2024-11-20,0.9157758890294903
331,McDonalds #7585 CA,47.94,Food,McDonalds,12.64,2024-07-14,0.8213857118921567
332,Best Buy #7863,161.97,Shopping,Best Buy,36.82,2024-12-08,0.8366990733878124
333,Spotify #5771,31.59,Entertainment,Spotify,3.68,2025-05-06,0.8689507655109194
334,McDonalds #7332,142.38,Food,McDonalds,36.95,2025-06-19,0.8699965475593382
335,McDonalds #8275 NY,7.41,Food,McDonalds,1.82,2025-03-29,0.7418168328360324
336,Delta Airlines #3521 TX,51.28,Transportation,Delta Airlines,37.2,2025-03-14,0.7979261739359873
337,Target #9248,115.54,Shopping,Target,27.59,2024-09-23,0.9136657949389263
338,Delta Airlines #1848 CA,44.06,Transportation,Delta Airlines,30.54,2025-05-20,0.9107896236025776
339,Duke Energy #6741 NY,243.52,Energy,Duke Energy,84.29,2024-07-18,0.7899262615439921
340,McDonalds #6691,141.49,Food,McDonalds,37.57,2025-05-26,0.8540074106444216
341,AMC Theaters #3312,54.21,Entertainment,AMC Theaters,4.98,2025-01-05,0.9323375214812322
342,Netflix #2828,68.03,Entertainment,Netflix,7.45,2025-05-22,0.9258958138549339
343,Target #7409,414.67,Shopping,Target,76.48,2024-07-23,0.7923575854600797
344,Shell Gas Station #6996 NY,35.25,Transportation,Shell Gas Station,30.56,2025-05-15,0.961279477487025
345,Lyft #5775 NY,85.76,Transportation,Lyft,62.8,2025-02-19,0.990812597606422
346,Starbucks #6316,66.9,Food,Starbucks,20.4,2024-11-28,0.7030604244830657
347,Lyft #2087,162.67,Transportation,Lyft,121.18,2024-09-30,0.9224938146339023
348,Uber #2156,101.4,Transportation,Uber,67.13,2025-04-14,0.9357064541677765
349,AMC Theaters #3400 TX,22.7,Entertainment,AMC Theaters,1.87,2025-02-04,0.7122838545622241
350,Target #5722 TX,320.55,Shopping,Target,76.05,2025-05-06,0.7524456749019803
351,Amazon #4719,374.12,Shopping,Amazon,59.86,2024-08-17,0.9208424956698672
352,Uber #4203,150.5,Transportation,Uber,124.29,2024-11-25,0.8940098572680364
353,AMC Theaters #9403,87.48,Entertainment,AMC Theaters,7.23,2025-03-27,0.709603440659469
354,Starbucks #7686,94.66,Food,Starbucks,31.52,2024-07-25,0.7584550380733315
355,ConEd Utility #8341,286.81,Energy,ConEd Utility,133.67,2024-11-11,0.9586084109829409
356,PG&E Electric #7013 NY,254.81,Energy,PG&E Electric,95.03,2025-02-27,0.9507130978699162
357,Starbucks #7186,19.9,Food,Starbucks,4.81,2024-07-27,0.8147353047711592
358,Chevron #9915,101.75,Transportation,Chevron,75.63,2025-05-06,0.8914204184739891
359,PG&E Electric #9955,280.67,Energy,PG&E Electric,119.29,2025-03-26,0.9112571250218339
360,Whole Foods #2951,30.57,Food,Whole Foods,9.32,2025-01-17,0.8832922594024122
361,PG&E Electric #3499,179.87,Energy,PG&E Electric,69.39,2024-10-13,0.8200665495748288
362,Duke Energy #7980,137.1,Energy,Duke Energy,53.01,2024-12-21,0.815154065731269
363,Whole Foods #3994,101.14,Food,Whole Foods,31.01,2025-03-17,0.884133616393667
364,Delta Airlines #1043,144.73,Transportation,Delta Airlines,96.2,2025-05-28,0.8224383636626156
365,McDonalds #9249 NY,129.97,Food,McDonalds,41.86,2025-04-07,0.9487378378392501
366,Target #2227,443.72,Shopping,Target,103.21,2025-03-22,0.7878675896036975
367,Target #3914 TX,248.86,Shopping,Target,42.37,2024-08-21,0.9562413484124689
368,Netflix #2495,90.69,Entertainment,Netflix,9.99,2024-11-20,0.7885434336479902
369,PG&E Electric #6345,201.1,Energy,PG&E Electric,87.8,2024-12-23,0.9709948885821803
370,Best Buy #7241 NY,73.71,Shopping,Best Buy,13.85,2024-08-26,0.7814765864862244
371,ConEd Utility #3952,195.34,Energy,ConEd Utility,87.52,2025-03-10,0.9266864016657634
372,Best Buy #9766,374.1,Shopping,Best Buy,73.25,2024-10-22,0.8453474835164936
373,Target #2572,373.98,Shopping,Target,67.24,2025-05-28,0.9363473537270106
374,Target #1162 NY,399.62,Shopping,Target,81.57,2024-10-21,0.9453762164643791
375,Chevron #6700 NY,131.88,Transportation,Chevron,119.63,2025-02-24,0.8165647425858982
376,Shell Gas Station #4629,73.76,Transportation,Shell Gas Station,61.72,2024-09-16,0.8111109146368638
377,Safeway #1886,60.28,Food,Safeway,15.58,2024-07-01,0.7363643965888856
378,Apple Store #4447,192.71,Shopping,Apple Store,36.44,2025-04-03,0.7875976317116978
379,Target #3189,366.25,Shopping,Target,71.96,2024-07-31,0.823553249742821
380,Spotify #7296,65.48,Entertainment,Spotify,5.25,2025-01-19,0.7654118847305491
381,Lyft #1150,79.12,Transportation,Lyft,66.84,2024-08-26,0.9564270915490456
382,Lyft #6508,181.41,Transportation,Lyft,165.3,2025-02-19,0.7406502823687484
383,Delta Airlines #2253,112.92,Transportation,Delta Airlines,86.79,2024-11-11,0.727462757504611
384,Safeway #7802,62.56,Food,Safeway,21.22,2024-06-30,0.8204309355020788
385,Duke Energy #1901,261.6,Energy,Duke Energy,112.43,2024-07-22,0.9505037482837682
386,AMC Theaters #9199 CA,18.71,Entertainment,AMC Theaters,2.14,2024-09-25,0.7693039185651169
387,Apple Store #7981,85.76,Shopping,Apple Store,14.66,2024-11-23,0.9189379974986671
388,PG&E Electric #8807,167.47,Energy,PG&E Electric,66.8,2025-05-09,0.8549384743998096
389,AMC Theaters #8951,91.9,Entertainment,AMC Theaters,7.8,2024-12-24,0.7738443940035727
390,Subway #8957,35.72,Food,Subway,10.37,2024-08-23,0.7000530067112206
391,Chevron #1319 TX,119.6,Transportation,Chevron,94.43,2025-06-15,0.7668183724230329
392,Target #9989 NY,386.18,Shopping,Target,63.42,2025-01-22,0.76727709454185
393,Uber #3180,86.93,Transportation,Uber,71.41,2024-09-12,0.8596320642171846
394,McDonalds #6383 NY,12.3,Food,McDonalds,4.26,2024-11-06,0.887397179256274
395,Safeway #6406,98.79,Food,Safeway,28.69,2024-08-19,0.8351015363648976
396,Whole Foods #2954,138.44,Food,Whole Foods,47.72,2025-03-31,0.8797102328596922
397,Spotify #1824 NY,71.0,Entertainment,Spotify,6.43,2024-09-06,0.9941283646738164
398,Subway #2523 NY,132.29,Food,Subway,42.33,2024-11-11,0.7091434723671272
399,Whole Foods #3534,139.0,Food,Whole Foods,36.81,2025-02-14,0.9387425606558746
400,ConEd Utility #4212,67.28,Energy,ConEd Utility,31.01,2024-09-19,0.802541262383435
401,Starbucks #2720,144.65,Food,Starbucks,51.75,2024-11-18,0.7799015737277495
402,Uber #6734,193.95,Transportation,Uber,130.99,2025-05-05,0.8760637881558851
403,AMC Theaters #1786,19.13,Entertainment,AMC Theaters,1.94,2024-10-14,0.9336201646414012
404,Apple Store #1255 TX,95.98,Shopping,Apple Store,16.83,2024-12-07,0.9358417847578291
405,PG&E Electric #6185 NY,130.67,Energy,PG&E Electric,49.97,2025-03-07,0.9569001339031324
406,Target #5687,179.02,Shopping,Target,41.09,2025-02-04,0.9616906541685799
407,Subway #3822 NY,16.82,Food,Subway,4.79,2025-03-27,0.8875750033078565
408,Spotify #1062,29.34,Entertainment,Spotify,3.03,2025-05-21,0.904299591298235
409,Spotify #8837,39.31,Entertainment,Spotify,4.02,2024-12-30,0.8224820797799118
410,Chevron #5726,141.06,Transportation,Chevron,118.34,2024-11-28,0.8035910288194754
411,Target #7177,65.25,Shopping,Target,12.91,2024-09-08,0.7436573867594671
412,Safeway #1302,89.01,Food,Safeway,22.61,2024-08-28,0.7015462152136168
413,Spotify #2899,53.74,Entertainment,Spotify,6.17,2024-09-15,0.8882524248311704
414,Delta Airlines #3040,105.94,Transportation,Delta Airlines,96.62,2025-03-24,0.8525352146240859
415,Spotify #5025,71.92,Entertainment,Spotify,6.86,2024-08-21,0.9351660705015877
416,Netflix #9201,47.41,Entertainment,Netflix,5.22,2024-09-05,0.8164716184169539
417,Subway #3080 CA,97.31,Food,Subway,26.99,2024-08-22,0.9577920538157773
418,Best Buy #6697,485.05,Shopping,Best Buy,88.64,2025-03-28,0.8169567311841712
419,Uber #5401 NY,22.31,Transportation,Uber,14.47,2025-05-14,0.7421978843968139
420,Whole Foods #5595,24.9,Food,Whole Foods,6.25,2025-03-22,0.9850994256916772
421,Subway #8113,109.22,Food,Subway,35.51,2025-03-12,0.7089210867320672
422,Amazon #2544,400.61,Shopping,Amazon,78.13,2025-01-20,0.938154880686466
423,Whole Foods #8668,71.3,Food,Whole Foods,20.19,2024-08-08,0.7843996454423516
424,Safeway #4078,91.24,Food,Safeway,28.6,2025-01-07,0.8485337262920636
425,Apple Store #2719 TX,143.36,Shopping,Apple Store,23.95,2024-08-18,0.8301345497188696
426,Spotify #8870,16.47,Entertainment,Spotify,1.48,2025-05-29,0.7442477995891793
427,ConEd Utility #5894,230.19,Energy,ConEd Utility,107.06,2024-07-20,0.7404486668299394
428,Subway #7617,108.99,Food,Subway,32.11,2025-01-23,0.708641284320123
429,Chevron #4572,168.28,Transportation,Chevron,115.16,2024-07-21,0.7952748808131164
430,Starbucks #5480,134.45,Food,Starbucks,35.06,2024-12-21,0.807371539903227
431,Best Buy #5153,376.99,Shopping,Best Buy,76.76,2025-03-13,0.9243057152391659
432,PG&E Electric #1125 NY,249.93,Energy,PG&E Electric,83.77,2025-06-10,0.9013099816016753
433,Apple Store #7307,20.09,Shopping,Apple Store,4.1,2025-04-24,0.7039792877535218
434,Shell Gas Station #4388,194.85,Transportation,Shell Gas Station,153.63,2024-09-27,0.892439855689927
435,Netflix #6198,83.47,Entertainment,Netflix,8.05,2025-04-20,0.980918804707543
436,Spotify #7629,18.52,Entertainment,Spotify,1.5,2025-06-04,0.7224166830602785
437,PG&E Electric #1810,275.84,Energy,PG&E Electric,112.28,2025-05-13,0.7393785245453879
438,Spotify #5130,88.67,Entertainment,Spotify,9.08,2024-10-13,0.7418052748516754
439,Netflix #3814 NY,57.85,Entertainment,Netflix,5.42,2024-07-29,0.7607764360403848
440,PG&E Electric #3845,292.74,Energy,PG&E Electric,121.74,2024-12-30,0.969882445479137
441,PG&E Electric #3682,191.59,Energy,PG&E Electric,63.04,2024-07-04,0.858261151680444
442,Delta Airlines #3605,94.34,Transportation,Delta Airlines,76.91,2025-06-16,0.7505760427548865
443,Whole Foods #9948 CA,143.64,Food,Whole Foods,40.88,2024-09-10,0.9642775468475264
444,Target #6600 NY,34.9,Shopping,Target,7.69,2024-08-25,0.7881662794258926
445,Uber #4229,182.85,Transportation,Uber,152.16,2024-09-20,0.7626833711614429
446,Whole Foods #6810,109.85,Food,Whole Foods,30.12,2024-07-23,0.8696573170684663
447,Best Buy #5559,156.22,Shopping,Best Buy,30.99,2024-08-15,0.760936846368485
448,Safeway #4637,80.62,Food,Safeway,21.38,2025-05-16,0.968833286824214
449,Amazon #5908 NY,484.07,Shopping,Amazon,85.31,2025-06-20,0.9857798970220673
450,Amazon #6769,128.13,Shopping,Amazon,27.39,2025-03-30,0.8718031002538855
451,Best Buy #4230,133.67,Shopping,Best Buy,24.88,2025-04-12,0.9792661436667134
452,Target #9373 NY,236.47,Shopping,Target,40.36,2025-03-22,0.8662028339284525
453,Whole Foods #6594 TX,95.99,Food,Whole Foods,28.23,2024-07-25,0.9356625720324937
454,Netflix #8571,15.6,Entertainment,Netflix,1.4,2024-12-14,0.9748853424976882
455,PG&E Electric #2022 TX,50.57,Energy,PG&E Electric,17.38,2025-01-24,0.9892706515668004
456,Amazon #7355,99.72,Shopping,Amazon,19.89,2025-02-12,0.7812655368333044
457,Target #3917 CA,54.87,Shopping,Target,13.02,2024-11-06,0.791721069650657
458,Spotify #6962,85.05,Entertainment,Spotify,8.39,2024-10-18,0.9856615674723734
459,Chevron #6094,96.05,Transportation,Chevron,68.8,2025-02-09,0.8652878139634008
460,Apple Store #1549 NY,391.2,Shopping,Apple Store,68.91,2025-05-21,0.9719229226083612
461,Duke Energy #4605 NY,259.51,Energy,Duke Energy,97.79,2025-02-18,0.8832459771633214
462,Amazon #4718,459.17,Shopping,Amazon,87.9,2024-08-14,0.8962222544286453
463,Best Buy #7212,313.28,Shopping,Best Buy,53.44,2025-03-09,0.9415006934468286
464,Target #9969 CA,230.84,Shopping,Target,44.94,2025-03-18,0.8827366878956249
465,Whole Foods #2385,82.54,Food,Whole Foods,22.89,2024-10-01,0.8867589345346489
466,Duke Energy #2079,150.62,Energy,Duke Energy,59.75,2024-09-29,0.9837021029517583
467,PG&E Electric #8244,75.45,Energy,PG&E Electric,25.19,2024-08-10,0.927752736350214
468,Duke Energy #1007,123.61,Energy,Duke Energy,43.22,2025-03-17,0.898991081972804
469,Spotify #1728,58.27,Entertainment,Spotify,5.12,2025-05-15,0.91838093196083
470,Uber #7031 TX,65.68,Transportation,Uber,60.23,2024-11-26,0.9197235424276253
471,Shell Gas Station #2174,57.74,Transportation,Shell Gas Station,48.51,2024-11-30,0.9472813812848561
472,ConEd Utility #9714 NY,243.19,Energy,ConEd Utility,91.96,2024-10-23,0.7110870126188268
473,Subway #3385,87.79,Food,Subway,28.75,2024-08-10,0.8915959063225889
474,Subway #5339 TX,49.03,Food,Subway,17.64,2025-02-17,0.8329592499963427
475,Delta Airlines #1118,80.96,Transportation,Delta Airlines,54.58,2024-07-27,0.7524438041813085
476,Delta Airlines #1991,125.8,Transportation,Delta Airlines,91.71,2025-01-24,0.9532581893965761
477,Safeway #2868,121.91,Food,Safeway,34.33,2024-09-02,0.7797484648387861
478,ConEd Utility #9829,219.93,Energy,ConEd Utility,86.83,2024-10-23,0.709254800168923
479,Starbucks #6644,14.11,Food,Starbucks,3.66,2025-03-31,0.9516806528168182
480,Duke Energy #9163,93.36,Energy,Duke Energy,31.64,2025-04-15,0.830066517536608
481,Apple Store #3281,382.38,Shopping,Apple Store,69.58,2024-11-05,0.7755803670351354
482,McDonalds #3571,111.55,Food,McDonalds,29.63,2024-07-30,0.7387917342864916
483,AMC Theaters #8035,48.83,Entertainment,AMC Theaters,5.1,2024-10-07,0.7483205754068133
484,Target #2575,391.95,Shopping,Target,70.22,2024-06-30,0.9969195492262387
485,Best Buy #3858,11.37,Shopping,Best Buy,2.7,2024-12-23,0.8673547552216289
486,Starbucks #3273 TX,46.15,Food,Starbucks,11.64,2025-05-22,0.8709931060474102
487,Best Buy #7948,173.49,Shopping,Best Buy,41.47,2024-10-11,0.9807178864443897
488,Best Buy #6462,357.4,Shopping,Best Buy,84.88,2024-08-28,0.8274885505611759
489,Safeway #9183 CA,26.91,Food,Safeway,8.19,2025-03-26,0.7987764933741995
490,Delta Airlines #9652 CA,98.53,Transportation,Delta Airlines,92.76,2025-01-30,0.8749669022810679
491,ConEd Utility #4569,228.16,Energy,ConEd Utility,79.13,2024-11-26,0.8227679727742314
492,ConEd Utility #5504,249.95,Energy,ConEd Utility,82.46,2025-04-10,0.7433942396199757
493,Duke Energy #8902,104.86,Energy,Duke Energy,37.47,2024-07-14,0.721876704698244
494,PG&E Electric #4122,195.9,Energy,PG&E Electric,83.35,2025-06-21,0.9303003678639692
495,Amazon #8494,247.53,Shopping,Amazon,48.25,2025-04-22,0.7507717513043363
496,Netflix #2547,44.23,Entertainment,Netflix,3.66,2024-08-14,0.929556363432352
497,Spotify #6845,40.98,Entertainment,Spotify,3.94,2024-07-04,0.9930591703921596
498,Safeway #6177,39.96,Food,Safeway,11.5,2024-10-12,0.8032347289525426
499,PG&E Electric #3287 CA,242.1,Energy,PG&E Electric,85.89,2025-05-19,0.8412268126890902
500,Best Buy #5484,313.66,Shopping,Best Buy,66.89,2025-04-10,0.7947187006309208
501,Chevron #8724,60.2,Transportation,Chevron,55.99,2025-05-02,0.8064133526503057
502,Spotify #7578,64.76,Entertainment,Spotify,6.72,2024-09-04,0.8176892319574165
503,PG&E Electric #7088 NY,100.62,Energy,PG&E Electric,41.03,2025-04-23,0.7595969349248433
504,PG&E Electric #8690,278.21,Energy,PG&E Electric,122.39,2024-07-24,0.7710339511198091
505,Duke Energy #8475 TX,112.79,Energy,Duke Energy,37.44,2025-06-20,0.7988617078610949
506,AMC Theaters #2350 CA,91.87,Entertainment,AMC Theaters,9.06,2024-07-08,0.8290276273290048
507,PG&E Electric #5565,274.0,Energy,PG&E Electric,107.59,2024-07-02,0.7147649995640266
508,Uber #9604 NY,30.31,Transportation,Uber,20.89,2024-12-23,0.9052985326010641
509,Lyft #4497,174.05,Transportation,Lyft,130.57,2024-08-14,0.8478047928937029
510,Netflix #3499,28.17,Entertainment,Netflix,2.55,2025-01-26,0.8781433076471311
511,Shell Gas Station #4586 CA,128.63,Transportation,Shell Gas Station,88.66,2024-06-27,0.9002731860457701
512,ConEd Utility #4324 TX,247.99,Energy,ConEd Utility,104.14,2024-07-10,0.9154015773941273
513,Starbucks #3013,114.53,Food,Starbucks,32.63,2024-08-01,0.9268747102056059
514,Apple Store #8744 TX,297.57,Shopping,Apple Store,57.03,2024-08-09,0.8346098022034932
515,Best Buy #6661 CA,430.07,Shopping,Best Buy,90.92,2025-01-01,0.8341979747524674
516,Uber #7883,114.73,Transportation,Uber,90.31,2025-05-04,0.804756736116511
517,Shell Gas Station #6972,54.48,Transportation,Shell Gas Station,43.53,2024-08-26,0.7510648127015765
518,Starbucks #4456 TX,143.14,Food,Starbucks,39.58,2025-03-08,0.8625600656184754
519,Chevron #4178,161.93,Transportation,Chevron,110.49,2024-08-10,0.9142426336548543
520,ConEd Utility #5206,242.65,Energy,ConEd Utility,93.15,2025-06-21,0.824295363480339
521,Whole Foods #3888 TX,16.2,Food,Whole Foods,5.45,2025-02-25,0.9641944291976803
522,Apple Store #7072,91.75,Shopping,Apple Store,15.79,2025-02-06,0.7980025715285519
523,Amazon #7231,13.17,Shopping,Amazon,2.14,2024-09-26,0.7825550455290946
524,Amazon #3726,303.58,Shopping,Amazon,66.11,2025-03-30,0.9292005975434798
525,ConEd Utility #8093,267.06,Energy,ConEd Utility,112.3,2024-09-15,0.944620810176796
526,Subway #9968 TX,23.47,Food,Subway,7.26,2025-01-26,0.767275341632455
527,Amazon #3452,214.09,Shopping,Amazon,38.85,2024-06-29,0.8014761170452539
528,Best Buy #3685,314.49,Shopping,Best Buy,56.22,2025-05-17,0.7619861544293434
529,Duke Energy #3381,242.34,Energy,Duke Energy,98.93,2025-04-14,0.9520841796149255
530,Subway #1077,11.0,Food,Subway,3.64,2024-10-09,0.8894159571402943
531,AMC Theaters #8409,54.29,Entertainment,AMC Theaters,5.88,2024-07-10,0.7867712627065956
532,Subway #3558,20.43,Food,Subway,6.13,2024-11-20,0.9766316746781798
533,Spotify #3949 CA,20.64,Entertainment,Spotify,2.42,2025-04-07,0.7219589366969147
534,Shell Gas Station #7279 TX,142.03,Transportation,Shell Gas Station,102.44,2025-02-27,0.8312140578257453
535,Target #6436,377.9,Shopping,Target,72.89,2025-04-18,0.7571442155374453
536,PG&E Electric #2447,209.18,Energy,PG&E Electric,76.62,2025-02-16,0.8171537653697559
537,Lyft #4293 CA,136.2,Transportation,Lyft,117.17,2025-01-15,0.8997146271752887
538,Uber #1102 CA,171.06,Transportation,Uber,139.72,2024-08-24,0.9366530798924313
539,Uber #8128 TX,25.15,Transportation,Uber,19.83,2024-12-23,0.7812318040833262
540,McDonalds #5787,33.37,Food,McDonalds,11.85,2025-04-10,0.9294154430264774
541,Apple Store #7498,353.88,Shopping,Apple Store,63.51,2024-12-20,0.7249232748109546
